Features	Feature IDs	Omnivore (mean)	Veggie (std)	Omnivore (std)	Veggie (mean)
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__	198511	0.000224628121199	0.000662823464482	0.000491425049316	0.000293630727874
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__	4392487	1.62655115789e-05	7.95643889384e-05	5.2159336545e-05	2.17362121548e-05
k__Bacteria,p__Bacteroidetes,c__Rhodothermi,o__Rhodothermales,f__Rhodothermaceae,g__Rubricoccus,s__	827794	1.52580346121e-08	0.0	7.76212677776e-07	0.0
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__	182054	3.71716993404e-05	9.65710800671e-05	0.000109567794331	4.65885218197e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	332317	8.78738521643e-09	1.69208310175e-06	4.47035282256e-07	9.53380821868e-08
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__	175145	8.32656932744e-05	0.000193364376523	0.000180225630839	0.000102561179127
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__	194443	0.000455332786381	0.000707175488399	0.000785632026601	0.000418684418415
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Gordoniaceae,g__Gordonia,s__	297180	4.75894103775e-08	0.0	1.27298823819e-06	0.0
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__	166869	3.72004330512e-05	0.000103502193212	0.000100713133098	3.8605508659e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__producta	4414044	5.11680876778e-05	0.000136390701106	0.000135924211638	7.21904140164e-05
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__,s__	185127	0.0	1.82077071989e-06	0.0	1.02588808053e-07
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__caeni	176306	0.00134950041897	0.00620987899726	0.00209277103474	0.00193459190252
k__Bacteria,p__Bacteroidetes,c__Saprospirae,o__Saprospirales,f__,g__,s__	175367	6.93597261532e-05	0.000148341417571	0.000155850351277	7.320907575e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__	361581	1.28565757519e-05	7.04414036151e-05	4.7873923645e-05	1.86092303486e-05
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__	1760821	0.0	1.75024351501e-06	0.0	9.86150502345e-08
k__Bacteria,p__GN02,c__GN07,o__,f__,g__,s__	4437368	4.20216450566e-05	0.000115183132366	0.000132210459867	4.35116904684e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__	4384395	3.70179213736e-08	0.0	1.10612482767e-06	0.0
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__,s__	2951214	0.00580057246406	0.00998012491651	0.0169256461379	0.00534278673657
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__,s__	4453609	0.0102853112704	0.0113702588856	0.0164070386967	0.00833960629212
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__	175963	0.0	1.6719350578e-06	0.0	9.4202868515e-08
k__Bacteria,p__Thermi,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__geothermalis	1541939	1.53346640141e-08	0.0	7.80110998553e-07	0.0
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Sporomusa,s__	194112	0.00429420761167	0.0151975383381	0.0215033261227	0.00474473479355
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__,s__	3275938	5.83322271057e-05	0.000181470715829	0.000140916976372	6.04669543731e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__	607877	5.12117839872e-09	1.64202059338e-06	2.60526581522e-07	9.25173793897e-08
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__	4430221	3.80006832719e-08	2.50402650007e-06	1.36673623374e-06	1.41085910032e-07
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	4030375	3.31566122591e-05	7.02658678607e-05	8.96773303365e-05	2.93662009242e-05
k__Bacteria,p__Verrucomicrobia,c__,o__,f__,g__,s__	4372581	0.000142479458873	4.44435694875e-05	0.00654973478992	1.50919951877e-05
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__,s__	4359984	0.000102960219111	7.31211084321e-05	0.00393031084181	2.54063598492e-05
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__,s__	324157	1.43018297918e-08	1.64264489929e-06	7.27568253844e-07	9.25525550429e-08
k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Runella,s__	194287	0.000421231640756	0.000780979149274	0.000767729820027	0.000453022048004
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__	311286	1.10451677778e-08	1.94479367363e-06	5.61894075824e-07	1.55122880897e-07
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__lwoffii	530379	3.670876518e-05	8.15960246971e-05	9.86872508309e-05	3.4088648385e-05
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__,s__	340761	0.0195910748354	0.0357292440044	0.0358327676835	0.0237749135893
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__	2915091	6.52583725227e-06	2.60717110477e-05	3.02579116827e-05	7.57312073597e-06
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	585131	9.54928592732e-09	2.44750367773e-06	4.8579499188e-07	1.3790120978e-07
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	174862	0.000138996995758	0.000248848968618	0.000258409817792	0.000141477012123
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__OM60,g__Congregibacter,s__	4355086	0.0	1.75024351501e-06	0.0	9.86150502345e-08
k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,g__Plesiocystis,s__	193769	2.68496304106e-05	6.25619574449e-05	0.000144231784478	1.66602888336e-05
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__,s__	327218	0.000154064654555	0.000288189377535	0.000326779174892	0.000154572100646
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__,s__	160928	1.52915601246e-08	0.0	7.77918200703e-07	0.0
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__	392887	7.39967606865e-05	0.000289543060287	0.000149336878122	0.000104921199982
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__	300373	1.53346640141e-08	0.0	7.80110998553e-07	0.0
k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__,s__	176113	3.23662967861e-05	8.32448777702e-05	9.69764005954e-05	2.81975543712e-05
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rubrivivax,s__	182117	3.66871718063e-05	8.07081859984e-05	9.19465215653e-05	3.7998927352e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__	183870	4.88322340447e-06	2.66247320807e-05	2.49085380227e-05	7.4876632556e-06
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	105287	1.95799835109e-05	6.54612405327e-05	5.48157625939e-05	2.35470513295e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	1109860	0.0	1.67352922727e-06	0.0	9.42926897895e-08
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__,s__	527195	1.147571208e-08	2.44750367773e-06	5.83796893207e-07	1.3790120978e-07
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Providencia,s__	184984	3.86143947066e-05	0.000114356952035	0.000112029236265	4.34195875802e-05
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodobium,s__	584163	1.5293376512e-08	0.0	7.78010604671e-07	0.0
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	924547	0.00012750124254	0.000245242152176	0.000521345390427	7.62313131298e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__	317002	0.0	1.79367401388e-06	0.0	1.01062081628e-07
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__,s__	300487	0.0	2.44750367773e-06	0.0	1.3790120978e-07
