Features	Feature IDs	female (std)	male (std)	female (mean)	male (mean)
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__	28064	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Bacteroidetes,c__Sphingobacteria,o__Sphingobacteriales,f__,g__,s__	138024	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Planctomycetes,c__Planctomycea,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__	392770	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__Vibrioharveyi	144968	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,g__CandidatusNitrososphaera,s__	1408	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__,s__	592121	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__	195608	5.24403136368e-07	1.16858670419e-05	2.22916117277e-05	2.62004095522e-05
k__Bacteria,p__Actinobacteria,c__Actinobacteria(class),o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__	215142	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Bacteroidetes,c__Flavobacteria,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__	201687	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Bacteroidetes,c__Sphingobacteria,o__Sphingobacteriales,f__Flexibacteraceae,g__Hymenobacter,s__	5207	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,s__	9753	1.63329318574e-05	0.000325961919202	2.42838272629e-05	0.000100878353079
k__Bacteria,p__Acidobacteria,c__,o__,f__,g__,s__	431689	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseovarius,s__	550245	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__	136553	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
k__Bacteria,p__Actinobacteria,c__Actinobacteria(class),o__Actinomycetales,f__Geodermatophilaceae,g__,s__	536090	5.24403136368e-07	9.66427362633e-07	2.22916117277e-05	2.17845071575e-05
